--- 分析日志 for: VAH16.csv ---
--- 协议: CC charge current 1.5C ---

清洗后发现 3933 个有效片段。

片段 #     | 起始时间(s)         | 持续(s)      | 状态标签                                | 依据 (I, V, P)
2037     | 1820332.73      | 2502.38    | 恒压充电 (CV Charge)                    | I=  871.5mA, V=4.20V, P=  3.66W
2038     | 1822865.11      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2039     | 1823735.16      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14782.5mA, V=3.64V, P=-53.66W
2040     | 1823810.11      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4322.1mA, V=3.76V, P=-16.25W
2041     | 1824610.11      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16956.2mA, V=3.12V, P=-52.62W
2042     | 1824745.11      | 933.06     | 静置 (Rest)                           | I=    0.0mA, V=3.61V, P=  0.00W
2043     | 1825708.16      | 866.99     | 恒流充电 (CC Charge)                    | I= 4488.8mA, V=4.00V, P= 17.94W
2044     | 1826605.16      | 2518.04    | 恒压充电 (CV Charge)                    | I=  870.6mA, V=4.20V, P=  3.66W
2045     | 1829153.20      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2046     | 1830023.25      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14787.0mA, V=3.63V, P=-53.66W
2047     | 1830098.20      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4322.5mA, V=3.76V, P=-16.25W
2048     | 1830898.20      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16962.9mA, V=3.12V, P=-52.62W
2049     | 1831033.20      | 999.98     | 静置 (Rest)                           | I=    0.0mA, V=3.61V, P=  0.00W
2050     | 1832063.17      | 866.47     | 恒流充电 (CC Charge)                    | I= 4488.7mA, V=4.00V, P= 17.94W
2051     | 1832959.64      | 2528.49    | 恒压充电 (CV Charge)                    | I=  862.9mA, V=4.20V, P=  3.62W
2052     | 1835518.13      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2053     | 1836388.17      | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14787.5mA, V=3.63V, P=-53.66W
2054     | 1836463.13      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4322.5mA, V=3.76V, P=-16.25W
2055     | 1837263.13      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16965.8mA, V=3.12V, P=-52.62W
2056     | 1837398.13      | 1014.01    | 静置 (Rest)                           | I=    0.0mA, V=3.61V, P=  0.00W
2057     | 1838442.14      | 866.26     | 恒流充电 (CC Charge)                    | I= 4488.9mA, V=4.00V, P= 17.94W
2058     | 1839338.40      | 2528.50    | 恒压充电 (CV Charge)                    | I=  863.2mA, V=4.20V, P=  3.63W
2059     | 1841896.90      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2060     | 1842766.95      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14790.9mA, V=3.63V, P=-53.66W
2061     | 1842841.90      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4323.0mA, V=3.76V, P=-16.25W
2062     | 1843641.90      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16968.8mA, V=3.12V, P=-52.62W
2063     | 1843776.90      | 1026.12    | 静置 (Rest)                           | I=    0.0mA, V=3.61V, P=  0.00W
2064     | 1844833.02      | 866.57     | 恒流充电 (CC Charge)                    | I= 4488.9mA, V=4.00V, P= 17.94W
2065     | 1845729.60      | 2535.70    | 恒压充电 (CV Charge)                    | I=  863.2mA, V=4.20V, P=  3.63W
2066     | 1848295.30      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2067     | 1849165.34      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14794.2mA, V=3.63V, P=-53.66W
2068     | 1849240.30      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4323.7mA, V=3.76V, P=-16.25W
2069     | 1850040.30      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16984.1mA, V=3.12V, P=-52.62W
2070     | 1850175.29      | 941.17     | 静置 (Rest)                           | I=    0.0mA, V=3.61V, P=  0.00W
2071     | 1851146.47      | 867.70     | 恒流充电 (CC Charge)                    | I= 4488.8mA, V=4.00V, P= 17.94W
2072     | 1852044.16      | 2529.75    | 恒压充电 (CV Charge)                    | I=  862.3mA, V=4.20V, P=  3.62W
2073     | 1854603.92      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2074     | 1855473.97      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14789.4mA, V=3.63V, P=-53.65W
2075     | 1855548.92      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4323.0mA, V=3.76V, P=-16.25W
2076     | 1856348.92      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16978.4mA, V=3.12V, P=-52.62W
2077     | 1856483.91      | 1017.37    | 静置 (Rest)                           | I=    0.0mA, V=3.61V, P=  0.00W
2078     | 1857531.29      | 865.98     | 恒流充电 (CC Charge)                    | I= 4488.3mA, V=4.00V, P= 17.94W
2079     | 1858427.26      | 2531.26    | 恒压充电 (CV Charge)                    | I=  864.1mA, V=4.20V, P=  3.63W
2080     | 1860988.52      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2081     | 1861858.57      | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14790.1mA, V=3.63V, P=-53.65W
2082     | 1861933.53      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4323.0mA, V=3.76V, P=-16.25W
2083     | 1862733.52      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16981.0mA, V=3.12V, P=-52.62W
2084     | 1862868.52      | 979.68     | 静置 (Rest)                           | I=    0.0mA, V=3.61V, P=  0.00W
2085     | 1863878.20      | 866.69     | 恒流充电 (CC Charge)                    | I= 4488.3mA, V=4.00V, P= 17.94W
2086     | 1864774.89      | 2545.44    | 恒压充电 (CV Charge)                    | I=  863.2mA, V=4.20V, P=  3.63W
2087     | 1867350.33      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2088     | 1868220.38      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14791.8mA, V=3.63V, P=-53.65W
2089     | 1868295.33      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4323.0mA, V=3.76V, P=-16.25W
2090     | 1869095.33      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16979.1mA, V=3.12V, P=-52.62W
2091     | 1869230.33      | 1053.12    | 静置 (Rest)                           | I=    0.0mA, V=3.61V, P=  0.00W
2092     | 1870313.45      | 866.68     | 恒流充电 (CC Charge)                    | I= 4488.7mA, V=4.00V, P= 17.94W
2093     | 1871210.13      | 2535.15    | 恒压充电 (CV Charge)                    | I=  863.1mA, V=4.20V, P=  3.62W
2094     | 1873775.28      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2095     | 1874645.33      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14789.6mA, V=3.63V, P=-53.66W
2096     | 1874720.28      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4322.8mA, V=3.76V, P=-16.25W
2097     | 1875520.28      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16977.7mA, V=3.12V, P=-52.62W
2098     | 1875655.28      | 1054.33    | 静置 (Rest)                           | I=    0.0mA, V=3.61V, P=  0.00W
2099     | 1876739.61      | 866.65     | 恒流充电 (CC Charge)                    | I= 4488.5mA, V=4.00V, P= 17.94W
2100     | 1877636.26      | 2471.23    | 恒压充电 (CV Charge)                    | I=  880.9mA, V=4.20V, P=  3.70W
2101     | 1880137.49      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2102     | 1881007.54      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14793.6mA, V=3.63V, P=-53.66W
2103     | 1881082.49      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4323.5mA, V=3.76V, P=-16.25W
2104     | 1881882.49      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16988.9mA, V=3.12V, P=-52.62W
2105     | 1882017.49      | 1055.08    | 静置 (Rest)                           | I=    0.0mA, V=3.61V, P=  0.00W
2106     | 1883102.56      | 868.05     | 恒流充电 (CC Charge)                    | I= 4488.6mA, V=4.00V, P= 17.94W
2107     | 1884000.61      | 2534.76    | 恒压充电 (CV Charge)                    | I=  863.4mA, V=4.20V, P=  3.63W
2108     | 1886565.37      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2109     | 1887435.42      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14796.6mA, V=3.63V, P=-53.66W
2110     | 1887510.37      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4324.0mA, V=3.76V, P=-16.25W
2111     | 1888310.37      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16994.9mA, V=3.11V, P=-52.62W
2112     | 1888445.37      | 1058.28    | 静置 (Rest)                           | I=    0.0mA, V=3.61V, P=  0.00W
2113     | 1889533.65      | 866.61     | 恒流充电 (CC Charge)                    | I= 4488.7mA, V=4.00V, P= 17.94W
2114     | 1890430.26      | 2556.88    | 恒压充电 (CV Charge)                    | I=  855.3mA, V=4.20V, P=  3.59W
2115     | 1893017.14      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2116     | 1893887.19      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14797.3mA, V=3.63V, P=-53.66W
2117     | 1893962.15      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4324.0mA, V=3.76V, P=-16.25W
2118     | 1894762.14      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17000.4mA, V=3.11V, P=-52.62W
2119     | 1894897.14      | 956.83     | 静置 (Rest)                           | I=    0.0mA, V=3.61V, P=  0.00W
2120     | 1895883.97      | 867.40     | 恒流充电 (CC Charge)                    | I= 4488.7mA, V=4.00V, P= 17.94W
2121     | 1896781.37      | 2545.31    | 恒压充电 (CV Charge)                    | I=  863.2mA, V=4.20V, P=  3.63W
2122     | 1899356.68      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2123     | 1900226.73      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14797.7mA, V=3.63V, P=-53.66W
2124     | 1900301.68      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4323.8mA, V=3.76V, P=-16.25W
2125     | 1901101.68      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17003.5mA, V=3.11V, P=-52.62W
2126     | 1901236.68      | 1042.03    | 静置 (Rest)                           | I=    0.0mA, V=3.61V, P=  0.00W
2127     | 1902308.71      | 865.65     | 恒流充电 (CC Charge)                    | I= 4488.3mA, V=4.00V, P= 17.94W
2128     | 1903204.36      | 2565.09    | 恒压充电 (CV Charge)                    | I=  855.5mA, V=4.20V, P=  3.59W
2129     | 1905799.44      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2130     | 1906669.49      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14809.7mA, V=3.63V, P=-53.65W
2131     | 1906744.44      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4325.2mA, V=3.76V, P=-16.25W
2132     | 1907544.44      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17025.2mA, V=3.11V, P=-52.62W
2133     | 1907679.44      | 954.16     | 静置 (Rest)                           | I=    0.0mA, V=3.61V, P=  0.00W
2134     | 1908663.60      | 866.31     | 恒流充电 (CC Charge)                    | I= 4488.6mA, V=4.00V, P= 17.94W
2135     | 1909559.91      | 2581.34    | 恒压充电 (CV Charge)                    | I=  846.8mA, V=4.20V, P=  3.56W
2136     | 1912171.25      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2137     | 1913041.30      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14816.3mA, V=3.63V, P=-53.65W
2138     | 1913116.25      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4325.9mA, V=3.76V, P=-16.25W
2139     | 1913916.25      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17041.8mA, V=3.11V, P=-52.62W
2140     | 1914051.25      | 982.96     | 静置 (Rest)                           | I=    0.0mA, V=3.61V, P=  0.00W
2141     | 1915064.21      | 866.17     | 恒流充电 (CC Charge)                    | I= 4488.9mA, V=4.00V, P= 17.94W
2142     | 1915960.37      | 2587.63    | 恒压充电 (CV Charge)                    | I=  847.9mA, V=4.20V, P=  3.56W
2143     | 1918578.00      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2144     | 1919448.05      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14822.5mA, V=3.63V, P=-53.65W
2145     | 1919523.00      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4326.6mA, V=3.76V, P=-16.25W
2146     | 1920323.00      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17048.7mA, V=3.11V, P=-52.62W
2147     | 1920458.00      | 1005.12    | 静置 (Rest)                           | I=    0.0mA, V=3.61V, P=  0.00W
2148     | 1921493.11      | 866.94     | 恒流充电 (CC Charge)                    | I= 4489.0mA, V=4.00V, P= 17.94W
2149     | 1922390.05      | 2579.02    | 恒压充电 (CV Charge)                    | I=  856.9mA, V=4.20V, P=  3.60W
2150     | 1924999.07      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2151     | 1925869.11      | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14825.1mA, V=3.62V, P=-53.66W
2152     | 1925944.07      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4327.0mA, V=3.76V, P=-16.25W
2153     | 1926744.07      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17053.3mA, V=3.10V, P=-52.62W
2154     | 1926879.07      | 1020.00    | 静置 (Rest)                           | I=    0.0mA, V=3.61V, P=  0.00W
2155     | 1927931.27      | 3507.22    | 其他充电阶段                              | I= 1489.5mA, V=3.95V, P=  5.89W
2156     | 1931468.49      | 2717.49    | 恒压充电 (CV Charge)                    | I=  382.6mA, V=4.20V, P=  1.61W
2157     | 1934215.98      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2158     | 1935086.02      | 3599.95    | RPT: C/5 容量测试放电                     | I= -610.9mA, V=4.04V, P= -2.47W
2159     | 1938685.98      | 30.00      | RPT: IR测量前静置                        | I=  -78.1mA, V=3.99V, P= -0.31W
2160     | 1938715.98      | 7200.00    | RPT: C/5 容量测试放电                     | I= -611.0mA, V=3.77V, P= -2.31W
2161     | 1945915.98      | 30.00      | RPT: IR测量前静置                        | I=  -78.1mA, V=3.58V, P= -0.28W
2162     | 1945945.98      | 5731.16    | RPT: C/5 容量测试放电                     | I= -610.9mA, V=3.27V, P= -2.00W

>>> RPT数据点记录: Capacity = 2806.76 mAh, Mission Cycle = 300 <<<

2163     | 1951707.14      | 870.00     | 静置 (Rest)                           | I=    0.0mA, V=2.76V, P=  0.00W
2164     | 1952607.13      | 1599.77    | 恒流充电 (CC Charge)                    | I= 4488.9mA, V=3.86V, P= 17.34W
2165     | 1954236.91      | 2507.70    | 恒压充电 (CV Charge)                    | I=  946.1mA, V=4.20V, P=  3.97W
2166     | 1956774.61      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2167     | 1957644.66      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14817.4mA, V=3.63V, P=-53.65W
2168     | 1957719.61      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4326.5mA, V=3.76V, P=-16.25W
2169     | 1958519.61      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16866.0mA, V=3.14V, P=-52.62W
2170     | 1958654.61      | 981.96     | 静置 (Rest)                           | I=    0.0mA, V=3.62V, P=  0.00W
2171     | 1959666.56      | 869.06     | 恒流充电 (CC Charge)                    | I= 4488.9mA, V=4.00V, P= 17.94W
2172     | 1960565.63      | 2587.61    | 恒压充电 (CV Charge)                    | I=  849.5mA, V=4.20V, P=  3.57W
2173     | 1963183.24      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2174     | 1964053.28      | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14797.2mA, V=3.63V, P=-53.59W
2175     | 1964128.24      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4325.3mA, V=3.76V, P=-16.25W
2176     | 1964928.24      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16869.7mA, V=3.14V, P=-52.62W
2177     | 1965063.24      | 1003.98    | 静置 (Rest)                           | I=    0.0mA, V=3.62V, P=  0.00W
2178     | 1966097.21      | 862.63     | 恒流充电 (CC Charge)                    | I= 4488.9mA, V=4.00V, P= 17.95W
2179     | 1966989.85      | 2591.70    | 恒压充电 (CV Charge)                    | I=  846.8mA, V=4.20V, P=  3.56W
2180     | 1969611.54      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2181     | 1970481.59      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14828.0mA, V=3.62V, P=-53.65W
2182     | 1970556.55      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4326.8mA, V=3.76V, P=-16.25W
2183     | 1971356.54      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16914.6mA, V=3.13V, P=-52.62W
2184     | 1971491.54      | 966.48     | 静置 (Rest)                           | I=    0.0mA, V=3.61V, P=  0.00W
2185     | 1972488.02      | 864.37     | 恒流充电 (CC Charge)                    | I= 4488.8mA, V=4.00V, P= 17.94W
2186     | 1973382.39      | 2599.20    | 恒压充电 (CV Charge)                    | I=  846.4mA, V=4.20V, P=  3.55W
2187     | 1976011.58      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2188     | 1976881.63      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14830.5mA, V=3.62V, P=-53.66W
2189     | 1976956.59      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4327.2mA, V=3.76V, P=-16.25W
2190     | 1977756.58      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16940.4mA, V=3.12V, P=-52.62W
2191     | 1977891.58      | 973.65     | 静置 (Rest)                           | I=    0.0mA, V=3.61V, P=  0.00W
2192     | 1978895.23      | 864.15     | 恒流充电 (CC Charge)                    | I= 4488.6mA, V=4.00V, P= 17.94W
2193     | 1979789.38      | 2605.67    | 恒压充电 (CV Charge)                    | I=  847.9mA, V=4.20V, P=  3.56W
2194     | 1982425.05      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2195     | 1983295.10      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14826.6mA, V=3.62V, P=-53.65W
2196     | 1983370.05      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4326.9mA, V=3.76V, P=-16.25W
2197     | 1984170.05      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16957.2mA, V=3.12V, P=-52.62W
2198     | 1984305.05      | 915.81     | 静置 (Rest)                           | I=    0.0mA, V=3.61V, P=  0.00W
2199     | 1985250.86      | 865.12     | 恒流充电 (CC Charge)                    | I= 4488.8mA, V=4.00V, P= 17.94W
2200     | 1986145.97      | 2609.08    | 恒压充电 (CV Charge)                    | I=  846.3mA, V=4.20V, P=  3.55W
2201     | 1988785.05      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2202     | 1989655.09      | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14837.1mA, V=3.62V, P=-53.65W
2203     | 1989730.05      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4328.0mA, V=3.76V, P=-16.25W
2204     | 1990530.05      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16987.1mA, V=3.12V, P=-52.62W
2205     | 1990665.05      | 959.82     | 静置 (Rest)                           | I=    0.0mA, V=3.61V, P=  0.00W
2206     | 1991654.87      | 864.65     | 恒流充电 (CC Charge)                    | I= 4488.7mA, V=4.00V, P= 17.94W
2207     | 1992549.52      | 2623.61    | 恒压充电 (CV Charge)                    | I=  839.4mA, V=4.20V, P=  3.53W
2208     | 1995203.14      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2209     | 1996073.18      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14845.6mA, V=3.62V, P=-53.65W
2210     | 1996148.14      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4329.0mA, V=3.76V, P=-16.25W
2211     | 1996948.14      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17005.2mA, V=3.11V, P=-52.62W
2212     | 1997083.13      | 966.44     | 静置 (Rest)                           | I=    0.0mA, V=3.61V, P=  0.00W
2213     | 1998079.58      | 865.43     | 恒流充电 (CC Charge)                    | I= 4489.1mA, V=4.00V, P= 17.94W
2214     | 1998975.00      | 2615.80    | 恒压充电 (CV Charge)                    | I=  839.7mA, V=4.20V, P=  3.53W
2215     | 2001620.80      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2216     | 2002490.85      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14851.9mA, V=3.62V, P=-53.65W
2217     | 2002565.80      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4329.8mA, V=3.76V, P=-16.25W
2218     | 2003365.80      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17025.6mA, V=3.11V, P=-52.62W
2219     | 2003500.80      | 976.13     | 静置 (Rest)                           | I=    0.0mA, V=3.61V, P=  0.00W
2220     | 2004506.93      | 865.90     | 恒流充电 (CC Charge)                    | I= 4489.3mA, V=4.00V, P= 17.94W
2221     | 2005402.83      | 2562.18    | 恒压充电 (CV Charge)                    | I=  858.0mA, V=4.20V, P=  3.60W
2222     | 2007995.02      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2223     | 2008865.07      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14853.8mA, V=3.62V, P=-53.65W
2224     | 2008940.02      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4330.9mA, V=3.76V, P=-16.25W
2225     | 2009740.02      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17041.8mA, V=3.11V, P=-52.62W
2226     | 2009875.01      | 965.55     | 静置 (Rest)                           | I=    0.0mA, V=3.61V, P=  0.00W
2227     | 2010870.56      | 868.02     | 恒流充电 (CC Charge)                    | I= 4489.2mA, V=4.00V, P= 17.93W
2228     | 2011768.58      | 2633.23    | 恒压充电 (CV Charge)                    | I=  841.0mA, V=4.20V, P=  3.53W
2229     | 2014431.81      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2230     | 2015301.86      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14848.9mA, V=3.62V, P=-53.65W
2231     | 2015376.81      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4330.1mA, V=3.76V, P=-16.25W
2232     | 2016176.81      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17037.9mA, V=3.11V, P=-52.62W
2233     | 2016311.81      | 921.12     | 静置 (Rest)                           | I=    0.0mA, V=3.61V, P=  0.00W
2234     | 2017262.93      | 867.29     | 恒流充电 (CC Charge)                    | I= 4489.1mA, V=4.00V, P= 17.93W
2235     | 2018160.21      | 2631.88    | 恒压充电 (CV Charge)                    | I=  839.3mA, V=4.20V, P=  3.52W
2236     | 2020822.09      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2237     | 2021692.14      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14844.0mA, V=3.62V, P=-53.65W
2238     | 2021767.09      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4329.5mA, V=3.76V, P=-16.25W
2239     | 2022567.09      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17034.2mA, V=3.11V, P=-52.62W
2240     | 2022702.09      | 1003.72    | 静置 (Rest)                           | I=    0.0mA, V=3.61V, P=  0.00W
2241     | 2023735.80      | 865.42     | 恒流充电 (CC Charge)                    | I= 4488.9mA, V=4.00V, P= 17.94W
2242     | 2024631.23      | 2636.44    | 恒压充电 (CV Charge)                    | I=  840.9mA, V=4.20V, P=  3.53W
2243     | 2027297.67      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2244     | 2028167.72      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14845.0mA, V=3.62V, P=-53.65W
2245     | 2028242.67      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4329.5mA, V=3.76V, P=-16.25W
2246     | 2029042.67      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17041.4mA, V=3.11V, P=-52.62W
2247     | 2029177.67      | 949.68     | 静置 (Rest)                           | I=    0.0mA, V=3.61V, P=  0.00W
2248     | 2030157.35      | 866.40     | 恒流充电 (CC Charge)                    | I= 4489.0mA, V=4.00V, P= 17.94W
2249     | 2031053.75      | 2636.39    | 恒压充电 (CV Charge)                    | I=  839.4mA, V=4.20V, P=  3.53W
2250     | 2033720.14      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2251     | 2034590.18      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14851.0mA, V=3.62V, P=-53.65W
2252     | 2034665.14      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4330.5mA, V=3.76V, P=-16.25W
2253     | 2035465.14      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17056.3mA, V=3.10V, P=-52.62W
2254     | 2035600.13      | 995.40     | 静置 (Rest)                           | I=    0.0mA, V=3.61V, P=  0.00W
2255     | 2036625.53      | 866.17     | 恒流充电 (CC Charge)                    | I= 4489.1mA, V=4.00V, P= 17.94W
2256     | 2037521.70      | 2643.74    | 恒压充电 (CV Charge)                    | I=  832.8mA, V=4.20V, P=  3.50W
2257     | 2040195.43      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2258     | 2041065.48      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14851.4mA, V=3.62V, P=-53.65W
2259     | 2041140.44      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4330.1mA, V=3.76V, P=-16.25W
2260     | 2041940.43      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17061.2mA, V=3.10V, P=-52.62W
2261     | 2042075.43      | 997.81     | 静置 (Rest)                           | I=    0.0mA, V=3.60V, P=  0.00W
2262     | 2043103.25      | 865.99     | 恒流充电 (CC Charge)                    | I= 4489.4mA, V=4.00V, P= 17.94W
2263     | 2043999.23      | 2649.58    | 恒压充电 (CV Charge)                    | I=  832.9mA, V=4.20V, P=  3.50W
2264     | 2046678.81      | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
2265     | 2047548.86      | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14858.2mA, V=3.62V, P=-53.65W
2266     | 2047623.81      | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4331.2mA, V=3.76V, P=-16.25W
2267     | 2048423.81      | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17077.8mA, V=3.10V, P=-52.62W
2268     | 2048558.81      | 946.97     | 静置 (Rest)                           | I=    0.0mA, V=3.60V, P=  0.00W
